ATT_NUMBER,SEASON,WEEK,GDATE,WEEKDAY,TIME,TIME_BUCKET,WIN_LOSS,HOME_GAME,OT,REG_OR_POST,OPP,OPP_DIVISION,OPP_CONFERENCE,QTR,DOWN,YTG,COMPLETION,RECEIVER,RECEIVER_ID,RECEIVER_POS,YDS,TD,INT,FIRST_DOWN,AIR_YDS,YDS_AFTER_CATCH,QB_POSITION,FIELD_TARGET
1409,2012,3,9/23/2012,1,12:00 PM,Early,W,1,0,Reg,Rams,NFC-West,NFC,1,3,5,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,L
1418,2012,3,9/23/2012,1,12:00 PM,Early,W,1,0,Reg,Rams,NFC-West,NFC,2,3,14,1,Earl Bennett,38,WR,11,0,0,0,6,5,Shotgun,M
1419,2012,3,9/23/2012,1,12:00 PM,Early,W,1,0,Reg,Rams,NFC-West,NFC,2,1,10,0,Earl Bennett,38,WR,0,0,0,0,0,0,Under Center,RS
1429,2012,3,9/23/2012,1,12:00 PM,Early,W,1,0,Reg,Rams,NFC-West,NFC,4,2,10,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,M
1502,2012,7,10/22/2012,2,7:30 PM,Primetime,W,1,0,Reg,Lions,NFC-North,NFC,1,2,10,1,Earl Bennett,38,WR,0,0,0,0,-3,3,Shotgun,LS
1503,2012,7,10/22/2012,2,7:30 PM,Primetime,W,1,0,Reg,Lions,NFC-North,NFC,1,3,10,1,Earl Bennett,38,WR,15,0,0,1,10,5,Shotgun,M
1511,2012,7,10/22/2012,2,7:30 PM,Primetime,W,1,0,Reg,Lions,NFC-North,NFC,2,2,11,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,M
1522,2012,7,10/22/2012,2,7:30 PM,Primetime,W,1,0,Reg,Lions,NFC-North,NFC,3,3,3,0,Earl Bennett,38,WR,0,0,0,0,0,0,Under Center,L
1523,2012,7,10/22/2012,2,7:30 PM,Primetime,W,1,0,Reg,Lions,NFC-North,NFC,3,2,11,1,Earl Bennett,38,WR,12,0,0,1,6,6,Shotgun,R
1525,2012,7,10/22/2012,2,7:30 PM,Primetime,W,1,0,Reg,Lions,NFC-North,NFC,3,3,9,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,RS
1543,2012,8,10/28/2012,1,12:00 PM,Early,W,1,0,Reg,Panthers,NFC-South,NFC,3,2,12,1,Earl Bennett,38,WR,24,0,0,1,4,20,Shotgun,M
1544,2012,8,10/28/2012,1,12:00 PM,Early,W,1,0,Reg,Panthers,NFC-South,NFC,3,1,10,1,Earl Bennett,38,WR,11,0,0,1,9,2,Under Center,RS
1554,2012,8,10/28/2012,1,12:00 PM,Early,W,1,0,Reg,Panthers,NFC-South,NFC,4,1,10,1,Earl Bennett,38,WR,12,0,0,1,11,1,Shotgun,L
1556,2012,8,10/28/2012,1,12:00 PM,Early,W,1,0,Reg,Panthers,NFC-South,NFC,4,2,3,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,LS
1559,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,1,3,9,1,Earl Bennett,38,WR,2,0,0,0,3,-1,Shotgun,RS
1560,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,1,2,10,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,RS
1562,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,1,1,10,0,Earl Bennett,38,WR,0,0,0,0,0,0,Under Center,R
1566,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,2,3,5,1,Earl Bennett,38,WR,6,0,0,1,5,1,Shotgun,R
1569,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,2,3,5,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,M
1573,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,3,2,9,1,Earl Bennett,38,WR,9,0,0,1,6,3,Shotgun,M
1579,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,3,3,4,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,L
1580,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,4,2,6,1,Earl Bennett,38,WR,5,0,0,0,5,0,Under Center,LS
1586,2012,10,11/11/2012,1,7:30 PM,Primetime,L,1,0,Reg,Texans,AFC-South,AFC,1,2,8,1,Earl Bennett,38,WR,9,0,0,1,2,7,Under Center,R
1601,2012,12,11/25/2012,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,1,3,6,1,Earl Bennett,38,WR,11,0,0,1,8,3,Shotgun,M
1609,2012,12,11/25/2012,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,10,1,Earl Bennett,38,WR,4,0,0,0,1,3,Under Center,L
1612,2012,12,11/25/2012,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,1,10,1,Earl Bennett,38,WR,20,0,0,1,12,8,Shotgun,L
1618,2012,12,11/25/2012,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,1,10,1,Earl Bennett,38,WR,10,0,0,1,-3,13,Under Center,R
1632,2012,13,12/2/2012,1,12:00 PM,Early,L,1,1,Reg,Seahawks,NFC-West,NFC,1,1,10,1,Earl Bennett,38,WR,12,1,0,1,0,12,Under Center,L
1641,2012,13,12/2/2012,1,12:00 PM,Early,L,1,1,Reg,Seahawks,NFC-West,NFC,2,1,10,0,Earl Bennett,38,WR,0,0,0,0,0,0,Under Center,RS
1644,2012,13,12/2/2012,1,12:00 PM,Early,L,1,1,Reg,Seahawks,NFC-West,NFC,2,1,10,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,LS
1735,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,2,3,1,Earl Bennett,38,WR,16,0,0,1,12,4,Shotgun,R
1750,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,1,1,10,1,Earl Bennett,38,WR,60,1,0,1,-3,63,Shotgun,L
1758,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,2,3,13,1,Earl Bennett,38,WR,7,0,0,0,7,0,Shotgun,M
1767,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,3,2,7,1,Earl Bennett,38,WR,6,0,0,0,-3,9,Under Center,L
1768,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,3,2,15,1,Earl Bennett,38,WR,8,0,0,0,-2,10,Shotgun,R
1771,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,4,2,5,1,Earl Bennett,38,WR,28,0,0,1,23,5,Under Center,RS
1800,2013,1,9/8/2013,1,12:00 PM,Early,W,1,0,Reg,Bengals,AFC-North,AFC,3,2,4,1,Earl Bennett,38,WR,6,0,0,1,6,0,Shotgun,L
1825,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,2,6,1,Earl Bennett,38,WR,16,0,0,1,17,-1,Shotgun,L
1835,2013,2,9/15/2013,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,3,2,5,1,Earl Bennett,38,WR,3,0,0,0,3,0,Shotgun,RS
1857,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,1,2,14,1,Earl Bennett,38,WR,5,0,0,0,4,1,Shotgun,LS
1858,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,1,3,9,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,LS
1878,2013,3,9/22/2013,1,7:30 PM,Primetime,W,0,0,Reg,Steelers,AFC-North,AFC,4,3,5,1,Earl Bennett,38,WR,17,1,0,1,17,0,Shotgun,LS
1914,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,LS
1919,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,1,10,1,Earl Bennett,38,WR,9,0,0,0,9,0,Shotgun,L
1924,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,2,7,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,LS
1925,2013,4,9/29/2013,1,12:00 PM,Early,L,0,0,Reg,Lions,NFC-North,NFC,4,3,7,1,Earl Bennett,38,WR,10,1,0,1,10,0,Shotgun,LS
1931,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,2,2,8,1,Earl Bennett,38,WR,14,0,0,1,13,1,Shotgun,LS
1952,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,4,3,2,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,RS
1953,2013,5,10/6/2013,1,12:00 PM,Early,L,1,0,Reg,Saints,NFC-South,NFC,4,4,2,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,RS
1976,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,2,2,4,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,LS
1993,2013,6,10/10/2013,5,7:30 PM,Primetime,W,1,0,Reg,Giants,NFC-East,NFC,4,3,4,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,LS
1999,2013,7,10/20/2013,1,12:00 PM,Early,L,0,0,Reg,Washington,NFC-East,NFC,1,3,5,0,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,RS
2016,2013,10,11/10/2013,1,12:00 PM,Early,L,1,0,Reg,Lions,NFC-North,NFC,2,1,10,1,Earl Bennett,38,WR,2,0,0,0,-1,3,Shotgun,RS
2060,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,2,1,10,1,Earl Bennett,38,WR,8,0,0,0,5,3,Shotgun,R
2066,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,3,3,11,1,Earl Bennett,38,WR,7,0,0,0,7,0,Shotgun,M
2072,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,4,3,4,1,Earl Bennett,38,WR,4,1,0,1,4,0,Shotgun,L
2073,2013,15,12/15/2013,1,12:00 PM,Early,W,0,0,Reg,Browns,AFC-North,AFC,4,2,13,1,Earl Bennett,38,WR,4,0,0,0,-2,6,Shotgun,L
2084,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,2,1,10,1,Earl Bennett,38,WR,0,0,0,0,0,0,Shotgun,RS
2108,2013,16,12/22/2013,1,7:30 PM,Primetime,L,0,0,Reg,Eagles,NFC-East,NFC,4,2,8,0,Earl Bennett,38,WR,0,0,1,0,0,0,Shotgun,LS
2694,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,1,1,10,1,Eddie Royal,15,WR,8,0,0,0,5,3,Shotgun,RS
2700,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,1,2,9,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,R
2707,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,2,2,5,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,R
2719,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,2,2,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,R
2721,2015,1,9/13/2015,1,12:00 PM,Early,L,1,0,Reg,Packers,NFC-North,NFC,4,4,2,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,RS
2734,2015,2,9/20/2015,1,12:00 PM,Early,L,1,0,Reg,Cardinals,NFC-West,NFC,1,1,10,1,Eddie Royal,15,WR,3,0,0,0,1,2,Under Center,L
2736,2015,2,9/20/2015,1,12:00 PM,Early,L,1,0,Reg,Cardinals,NFC-West,NFC,2,1,10,1,Eddie Royal,15,WR,9,0,0,0,7,2,Shotgun,RS
2742,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,1,3,7,1,Eddie Royal,15,WR,7,1,0,1,0,7,Shotgun,RS
2743,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,1,1,10,0,Eddie Royal,15,WR,0,0,0,0,0,0,Under Center,RS
2745,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,1,3,10,1,Eddie Royal,15,WR,21,0,0,1,4,17,Shotgun,L
2752,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,2,2,10,1,Eddie Royal,15,WR,3,0,0,0,-3,6,Shotgun,L
2757,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,2,2,7,1,Eddie Royal,15,WR,6,0,0,0,6,0,Shotgun,LS
2759,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,3,1,10,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,L
2760,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,3,2,10,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,RS
2768,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,4,1,10,1,Eddie Royal,15,WR,-3,0,0,0,-13,10,Pistol,LS
2771,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,4,3,8,1,Eddie Royal,15,WR,8,0,0,1,6,2,Shotgun,M
2780,2015,4,10/4/2015,1,12:00 PM,Early,W,1,0,Reg,Raiders,AFC-West,AFC,4,2,10,1,Eddie Royal,15,WR,12,0,0,1,12,0,Shotgun,R
2827,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,1,1,10,1,Eddie Royal,15,WR,9,0,0,0,-2,11,Shotgun,L
2830,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,1,1,10,1,Eddie Royal,15,WR,30,0,0,1,-2,32,Shotgun,L
2841,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,2,1,5,1,Eddie Royal,15,WR,0,0,0,0,-3,3,Shotgun,R
2842,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,2,2,5,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,M
2852,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,3,3,2,1,Eddie Royal,15,WR,1,0,0,0,-3,4,Under Center,R
2859,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,4,1,10,1,Eddie Royal,15,WR,9,0,0,0,6,3,Shotgun,R
2865,2015,6,10/18/2015,1,12:00 PM,Early,L,0,1,Reg,Lions,NFC-North,NFC,5,2,10,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,L
2870,2015,8,11/1/2015,1,12:00 PM,Early,L,1,0,Reg,Vikings,NFC-North,NFC,1,3,5,1,Eddie Royal,15,WR,0,0,0,0,-3,3,Shotgun,R
2871,2015,8,11/1/2015,1,12:00 PM,Early,L,1,0,Reg,Vikings,NFC-North,NFC,1,3,11,1,Eddie Royal,15,WR,2,0,0,0,-2,4,Shotgun,RS
2872,2015,8,11/1/2015,1,12:00 PM,Early,L,1,0,Reg,Vikings,NFC-North,NFC,2,1,20,1,Eddie Royal,15,WR,0,0,0,0,-5,5,Shotgun,L
3063,2015,14,12/13/2015,1,12:00 PM,Early,L,1,0,Reg,Washington,NFC-East,NFC,2,1,10,1,Eddie Royal,15,WR,15,0,0,1,-2,17,Shotgun,R
3089,2015,14,12/13/2015,1,12:00 PM,Early,L,1,0,Reg,Washington,NFC-East,NFC,4,3,7,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,RS
3092,2015,15,12/20/2015,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,2,2,10,1,Eddie Royal,15,WR,5,0,0,0,5,0,Shotgun,LS
3095,2015,15,12/20/2015,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,2,1,10,1,Eddie Royal,15,WR,8,0,0,0,-3,11,Shotgun,L
3108,2015,15,12/20/2015,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,3,3,5,1,Eddie Royal,15,WR,4,0,0,0,3,1,Shotgun,M
3109,2015,15,12/20/2015,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,3,1,10,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,LS
3111,2015,15,12/20/2015,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,3,3,22,1,Eddie Royal,15,WR,10,0,0,0,5,5,Shotgun,M
3117,2015,15,12/20/2015,1,12:00 PM,Early,L,0,0,Reg,Vikings,NFC-North,NFC,4,3,3,1,Eddie Royal,15,WR,4,0,0,1,4,0,Shotgun,L
3128,2015,16,12/27/2015,1,12:00 PM,Early,W,0,0,Reg,Buccaneers,NFC-South,NFC,1,1,10,1,Eddie Royal,15,WR,-4,0,0,0,-4,0,Shotgun,L
3129,2015,16,12/27/2015,1,12:00 PM,Early,W,0,0,Reg,Buccaneers,NFC-South,NFC,1,2,14,1,Eddie Royal,15,WR,1,0,0,0,-3,4,Shotgun,R
3137,2015,16,12/27/2015,1,12:00 PM,Early,W,0,0,Reg,Buccaneers,NFC-South,NFC,2,2,7,1,Eddie Royal,15,WR,4,0,0,0,2,2,Pistol,R
3141,2015,16,12/27/2015,1,12:00 PM,Early,W,0,0,Reg,Buccaneers,NFC-South,NFC,2,1,10,1,Eddie Royal,15,WR,14,0,0,1,4,10,Shotgun,R
3143,2015,16,12/27/2015,1,12:00 PM,Early,W,0,0,Reg,Buccaneers,NFC-South,NFC,2,2,10,1,Eddie Royal,15,WR,6,0,0,0,4,2,Shotgun,L
3144,2015,16,12/27/2015,1,12:00 PM,Early,W,0,0,Reg,Buccaneers,NFC-South,NFC,2,3,9,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,R
3178,2016,1,9/11/2016,1,12:00 PM,Early,L,0,0,Reg,Texans,AFC-South,AFC,1,3,7,1,Eddie Royal,15,WR,13,0,0,1,12,1,Shotgun,RS
3189,2016,1,9/11/2016,1,12:00 PM,Early,L,0,0,Reg,Texans,AFC-South,AFC,2,1,10,1,Eddie Royal,15,WR,19,1,0,1,20,-1,Shotgun,M
3192,2016,1,9/11/2016,1,12:00 PM,Early,L,0,0,Reg,Texans,AFC-South,AFC,3,3,2,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,RS
3195,2016,1,9/11/2016,1,12:00 PM,Early,L,0,0,Reg,Texans,AFC-South,AFC,4,3,5,1,Eddie Royal,15,WR,19,0,0,1,15,4,Shotgun,R
3197,2016,1,9/11/2016,1,12:00 PM,Early,L,0,0,Reg,Texans,AFC-South,AFC,4,1,10,1,Eddie Royal,15,WR,6,0,0,0,7,-1,Shotgun,LS
3198,2016,1,9/11/2016,1,12:00 PM,Early,L,0,0,Reg,Texans,AFC-South,AFC,4,2,4,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,LS
3207,2016,2,9/19/2016,2,7:30 PM,Primetime,L,1,0,Reg,Eagles,NFC-East,NFC,1,2,18,1,Eddie Royal,15,WR,31,0,0,1,-1,32,Shotgun,L
3212,2016,2,9/19/2016,2,7:30 PM,Primetime,L,1,0,Reg,Eagles,NFC-East,NFC,1,3,5,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,RS
3213,2016,2,9/19/2016,2,7:30 PM,Primetime,L,1,0,Reg,Eagles,NFC-East,NFC,2,1,10,1,Eddie Royal,15,WR,8,0,0,0,-2,10,Under Center,RS
3216,2016,2,9/19/2016,2,7:30 PM,Primetime,L,1,0,Reg,Eagles,NFC-East,NFC,2,3,2,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,RS
3220,2016,2,9/19/2016,2,7:30 PM,Primetime,L,1,0,Reg,Eagles,NFC-East,NFC,3,2,5,1,Eddie Royal,15,WR,7,0,0,1,-2,9,Shotgun,RS
3261,2016,10,11/13/2016,1,12:00 PM,Early,L,0,0,Reg,Buccaneers,NFC-South,NFC,1,3,8,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,L
3283,2016,10,11/13/2016,1,12:00 PM,Early,L,0,0,Reg,Buccaneers,NFC-South,NFC,4,2,17,1,Eddie Royal,15,WR,24,0,0,1,1,23,Shotgun,RS
3290,2016,11,11/20/2016,1,12:00 PM,Early,L,0,0,Reg,Giants,NFC-East,NFC,1,3,8,1,Eddie Royal,15,WR,2,0,0,0,-4,6,Shotgun,R
3299,2016,11,11/20/2016,1,12:00 PM,Early,L,0,0,Reg,Giants,NFC-East,NFC,3,3,6,0,Eddie Royal,15,WR,0,0,0,0,0,0,Shotgun,L
3304,2016,11,11/20/2016,1,12:00 PM,Early,L,0,0,Reg,Giants,NFC-East,NFC,4,3,19,1,Eddie Royal,15,WR,11,0,0,0,2,9,Shotgun,R
1567,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,2,1,10,0,Eric Weems,9,WR,0,0,0,0,0,0,Under Center,RS
1615,2012,12,11/25/2012,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,3,2,1,Eric Weems,9,WR,9,0,0,1,9,0,Shotgun,R
1649,2012,13,12/2/2012,1,12:00 PM,Early,L,1,1,Reg,Seahawks,NFC-West,NFC,3,2,8,1,Eric Weems,9,WR,18,0,0,1,17,1,Under Center,M
1651,2012,13,12/2/2012,1,12:00 PM,Early,L,1,1,Reg,Seahawks,NFC-West,NFC,3,1,10,0,Eric Weems,9,WR,0,0,0,0,0,0,Under Center,R
1346,2012,1,9/9/2012,1,12:00 PM,Early,W,1,0,Reg,Colts,AFC-South,AFC,1,2,10,0,Evan Rodriguez,53,FB/TE,0,0,0,0,0,0,Under Center,M
1583,2012,9,11/4/2012,1,12:00 PM,Early,W,0,0,Reg,Titans,AFC-South,AFC,4,2,5,0,Evan Rodriguez,53,FB/TE,0,0,0,0,0,0,Under Center,R
1608,2012,12,11/25/2012,1,12:00 PM,Early,W,1,0,Reg,Vikings,NFC-North,NFC,2,3,3,1,Evan Rodriguez,53,FB/TE,11,0,0,1,2,9,Under Center,LS
1636,2012,13,12/2/2012,1,12:00 PM,Early,L,1,1,Reg,Seahawks,NFC-West,NFC,1,2,3,1,Evan Rodriguez,53,FB/TE,8,0,0,1,2,6,Under Center,L
1648,2012,13,12/2/2012,1,12:00 PM,Early,L,1,1,Reg,Seahawks,NFC-West,NFC,3,1,10,1,Evan Rodriguez,53,FB/TE,0,0,0,0,0,0,Under Center,L
1728,2012,16,12/23/2012,1,3:15 PM,Late,W,0,0,Reg,Cardinals,NFC-West,NFC,2,2,6,0,Evan Rodriguez,53,FB/TE,0,0,0,0,0,0,Under Center,R
1748,2012,17,12/30/2012,1,12:00 PM,Early,W,0,0,Reg,Lions,NFC-North,NFC,1,1,10,1,Evan Rodriguez,53,FB/TE,2,0,0,0,-2,4,Under Center,L
18,2009,1,9/13/2009,1,7:20 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,2,12,1,Garrett Wolfe,21,RB,0,0,0,0,-3,3,Shotgun,L
113,2009,4,10/4/2009,1,12:00 PM,Early,W,1,0,Reg,Lions,NFC-North,NFC,2,3,26,1,Garrett Wolfe,21,RB,12,0,0,0,-1,13,Shotgun,R
217,2009,8,11/1/2009,1,12:00 PM,Early,W,1,0,Reg,Browns,AFC-North,AFC,1,3,8,0,Garrett Wolfe,21,RB,0,0,0,0,0,0,Under Center,R
1,2009,1,9/13/2009,1,7:20 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,1,1,10,0,Greg Olsen,43,TE,0,0,0,0,0,0,Under Center,R
5,2009,1,9/13/2009,1,7:20 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,1,1,10,0,Greg Olsen,43,TE,0,0,0,0,0,0,Under Center,LS
10,2009,1,9/13/2009,1,7:20 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,1,3,3,0,Greg Olsen,43,TE,0,0,0,0,0,0,Shotgun,M
22,2009,1,9/13/2009,1,7:20 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,2,4,14,0,Greg Olsen,43,TE,0,0,0,0,0,0,Shotgun,RS
33,2009,1,9/13/2009,1,7:20 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,4,2,10,1,Greg Olsen,43,TE,8,0,0,0,3,5,Shotgun,R
35,2009,1,9/13/2009,1,7:20 PM,Primetime,L,0,0,Reg,Packers,NFC-North,NFC,4,3,3,0,Greg Olsen,43,TE,0,0,0,0,0,0,Under Center,RS
39,2009,2,9/20/2009,1,3:15 PM,Late,W,1,0,Reg,Steelers,AFC-North,AFC,1,1,10,1,Greg Olsen,43,TE,6,0,0,0,6,0,Shotgun,L
40,2009,2,9/20/2009,1,3:15 PM,Late,W,1,0,Reg,Steelers,AFC-North,AFC,1,3,3,0,Greg Olsen,43,TE,0,0,0,0,0,0,Under Center,R
50,2009,2,9/20/2009,1,3:15 PM,Late,W,1,0,Reg,Steelers,AFC-North,AFC,2,1,10,0,Greg Olsen,43,TE,0,0,0,0,0,0,Under Center,LS
54,2009,2,9/20/2009,1,3:15 PM,Late,W,1,0,Reg,Steelers,AFC-North,AFC,2,2,3,0,Greg Olsen,43,TE,0,0,0,0,0,0,Under Center,LS
67,2009,2,9/20/2009,1,3:15 PM,Late,W,1,0,Reg,Steelers,AFC-North,AFC,4,1,10,1,Greg Olsen,43,TE,29,0,0,1,24,5,Under Center,M
69,2009,2,9/20/2009,1,3:15 PM,Late,W,1,0,Reg,Steelers,AFC-North,AFC,4,2,2,1,Greg Olsen,43,TE,6,0,0,1,5,1,Shotgun,L
77,2009,3,9/27/2009,1,3:05 PM,Late,W,0,0,Reg,Seahawks,NFC-West,NFC,1,2,10,1,Greg Olsen,43,TE,14,0,0,1,11,3,Under Center,LS
85,2009,3,9/27/2009,1,3:05 PM,Late,W,0,0,Reg,Seahawks,NFC-West,NFC,2,3,4,0,Greg Olsen,43,TE,0,0,0,0,0,0,Shotgun,L
87,2009,3,9/27/2009,1,3:05 PM,Late,W,0,0,Reg,Seahawks,NFC-West,NFC,2,2,5,1,Greg Olsen,43,TE,19,0,0,1,17,2,Under Center,R
88,2009,3,9/27/2009,1,3:05 PM,Late,W,0,0,Reg,Seahawks,NFC-West,NFC,2,3,1,1,Greg Olsen,43,TE,6,0,0,1,4,2,Under Center,L
90,2009,3,9/27/2009,1,3:05 PM,Late,W,0,0,Reg,Seahawks,NFC-West,NFC,2,4,1,1,Greg Olsen,43,TE,1,1,0,1,1,0,Under Center,R
